LOC_CODE;LOCATION_TYPE;LOCATION_NAME;DIS_CODE;DISTRICT;REG_CODE;REGION
L14472;д.;Зайковщина;D125;Щучинский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L09368;д.;Займище;D027;Гомельский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L09472;п.;Зайцев;D033;Добрушский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L20915;д.;Зайцева Слобода;D059;Кричевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L03507;д.;Зайцево;D019;Витебский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L23620;д.;Зайцы;D119;Червенский;R06;МИНСКАЯ ОБЛАСТЬ
L15004;д.;Закаблуки;D073;Минский;R06;МИНСКАЯ ОБЛАСТЬ
L00217;д.;Заказанка;D012;Брестский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L16413;д.;Заказинец;D106;Смолевичский;R06;МИНСКАЯ ОБЛАСТЬ
L05225;д.;Закаливье;D063;Лепельский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L01529;д.;Закалнечье;D053;Кобринский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L14638;д.;Закальное;D069;Любанский;R06;МИНСКАЯ ОБЛАСТЬ
L18935;д.;Закалюжье;D066;Логойский;R06;МИНСКАЯ ОБЛАСТЬ
L03190;д.;Закаменка;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L00574;д.;Закапличье;D045;Ивацевичский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L00750;д.;Закий;D012;Брестский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L00866;д.;Заклетенье;D036;Дрогичинский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L00929;аг.;Закозель;D036;Дрогичинский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L06883;д.;Законовщина;D094;Поставский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L17248;п.;Закопанка;D054;Копыльский;R06;МИНСКАЯ ОБЛАСТЬ
L24968;п.;Закопытье;D033;Добрушский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L19940;д.;Закорки 1;D052;Кличевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L19941;д.;Закорки 2;D052;Кличевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L02674;д.;Закорье;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L07242;д.;Закратунье;D102;Сенненский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L03724;д.;Закревщина;D024;Глубокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L11537;п.;Закриничный;D121;Чечерский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L18599;д.;Закриничье;D066;Логойский;R06;МИНСКАЯ ОБЛАСТЬ
L01518;д.;Закросница;D053;Кобринский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L17444;х.;Закрочье;D107;Сморгонский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L14228;д.;Закрошинский мох;D097;Речицкий;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L15321;д.;Закружка;D073;Минский;R06;МИНСКАЯ ОБЛАСТЬ
L19994;д.;Закрупец;D103;Славгородский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L24614;д.;Закупленье;D052;Кличевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L08261;д.;Закурье;D118;Чашникский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L24627;д.;Закутский Дворок;D052;Кличевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L24628;д.;Закутье;D052;Кличевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L03640;д.;Залавки;D024;Глубокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L00964;д.;Залавье;D036;Дрогичинский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L07716;д.;Залазье;D112;Толочинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L13499;д.;Залейки;D046;Ивьевский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L07873;д.;Залесинки;D122;Шарковщинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L01546;д.;Залески;D053;Кобринский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L11120;д.;Залеский Бор;D101;Свислочский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L13786;х.;Залесковщина;D046;Ивьевский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L19460;д.;Залесна;D125;Щучинский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L03797;д.;Залесная;D024;Глубокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L02477;х.;Залесные;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L21183;д.;Залесовичи;D059;Кричевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L11989;д.;Залесовцы;D084;Новогрудский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L13787;д.;Залесовщина;D046;Ивьевский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L13983;д.;Залесские;D022;Вороновский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L00271;д.;Залесье;D001;Барановичский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L18885;х.;Залесье (бывшее имение);D017;Вилейский;R06;МИНСКАЯ ОБЛАСТЬ
L05196;д.;Залесье-1;D063;Лепельский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L05197;д.;Залесье-2;D063;Лепельский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L03847;д.;Залеськи;D024;Глубокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L11028;д.;Залесяны;D030;Гродненский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L01073;д.;Залешаны;D048;Каменецкий;R01;БРЕСТСКАЯ ОБЛАСТЬ
L09339;п.;Залинейный;D027;Гомельский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L01318;д.;Залипенье;D070;Ляховичский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L09443;д.;Залипье;D027;Гомельский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L24615;д.;Заличинка;D052;Кличевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L19916;д.;Залог;D052;Кличевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L14397;д.;Залог Пятилетки;D096;Пуховичский;R06;МИНСКАЯ ОБЛАСТЬ
L17517;д.;Заложино;D017;Вилейский;R06;МИНСКАЯ ОБЛАСТЬ
L08421;д.;Заложное;D124;Шумилинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L11851;д.;Заложье;D121;Чечерский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L12338;д.;Залозки;D084;Новогрудский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L23536;х;Залозни;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L17518;д.;Залозовье;D017;Вилейский;R06;МИНСКАЯ ОБЛАСТЬ
L06030;д.;Залозье;D093;Полоцкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L02928;д.;Заломы;D015;Верхнедвинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L05600;д.;Залоницкие;D074;Миорский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L21863;д.;Залосье;D060;Круглянский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L21124;д.;Залохвенье;D014;Быховский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L22436;д.;Залубнище;D076;Могилевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L14639;п.;Залуг;D069;Любанский;R06;МИНСКАЯ ОБЛАСТЬ
L07424;д.;Залуженье;D114;Ушачский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L00129;д.;Залужье;D004;Березовский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L00436;д.;Залузье;D040;Жабинковский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L08599;д.;Залуневье;D013;Буда-Кошелевский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L26361;х;Залуцковщина;D089;Островецкий;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L12741;д.;Залучаны;D020;Волковысский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L05156;д.;Залучино;D063;Лепельский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L02951;д.;Залучье;D015;Верхнедвинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L10938;д.;Залье;D100;Светлогорский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L04143;д.;Зальховье;D034;Докшицкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L00338;д.;Залюбичи;D001;Барановичский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L09027;д.;Залютичи;D041;Житковичский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L00510;д.;Залядынье;D044;Ивановский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L04111;д.;Залядье;D034;Докшицкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L02337;д.;Замелочье;D006;Бешенковичский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L22652;д.;Заменка;D110;Столбцовский;R06;МИНСКАЯ ОБЛАСТЬ
L16738;д.;Замен-Рынья;D042;Жлобинский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L13847;х.;Замечек;D089;Островецкий;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L19955;д.;Замикитка;D052;Кличевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L18285;аг.;Замки;D061;Крупский;R06;МИНСКАЯ ОБЛАСТЬ
L12765;д.;Замковая;D020;Волковысский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L15738;д.;Замлынье;D106;Смолевичский;R06;МИНСКАЯ ОБЛАСТЬ
L16180;д.;Замок;D003;Березинский;R06;МИНСКАЯ ОБЛАСТЬ
L10253;д.;Замокровье;D098;Рогачевский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L03885;аг.;Замосточье;D019;Витебский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L07287;д.;Замостье;D112;Толочинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L12789;д.;Замостьяны;D020;Волковысский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L14952;д.;Замостяны;D021;Воложинский;R06;МИНСКАЯ ОБЛАСТЬ
L08119;д.;Замочек;D118;Чашникский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L24563;д.;Замочулье;D002;Белыничский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L06700;д.;Замошанская;D102;Сенненский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L00400;д.;Замошаны;D040;Жабинковский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L02338;д.;Замошенье;D006;Бешенковичский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L00362;д.;Замошье;D001;Барановичский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L06002;д.;Замошье 1;D093;Полоцкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L06003;д.;Замошье 2;D093;Полоцкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L16759;д.;Замощаны;D047;Калинковичский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L16562;д.;Замужанье;D008;Борисовский;R06;МИНСКАЯ ОБЛАСТЬ
L06162;д.;Замхи;D093;Полоцкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L03761;д.;Замхово;D024;Глубокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L01926;д.;Замшаны;D071;Малоритский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L04920;д.;Замшено;D065;Лиозненский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L21517;д.;Замышки;D060;Круглянский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L04413;д.;Заналючик;D029;Городокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L17662;аг.;Занарочь;D081;Мядельский;R06;МИНСКАЯ ОБЛАСТЬ
L16907;д.;Заневедомка;D054;Копыльский;R06;МИНСКАЯ ОБЛАСТЬ
L02257;д.;Заневичи;D095;Пружанский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L19101;х.;Заневиша;D125;Щучинский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L23587;п.;Занеманец;D113;Узденский;R06;МИНСКАЯ ОБЛАСТЬ
L14058;х.;Занемонцы;D046;Ивьевский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L24062;д.;Занетечье;D088;Осиповичский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L18366;д.;Зани;D081;Мядельский;R06;МИНСКАЯ ОБЛАСТЬ
L08229;д.;Занивочье;D118;Чашникский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L00939;д.;Занивье;D036;Дрогичинский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L11489;д.;Занки 1;D101;Свислочский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L11490;д.;Занки 2;D101;Свислочский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L01225;х.;Зановинское;D068;Лунинецкий;R01;БРЕСТСКАЯ ОБЛАСТЬ
L01109;д.;Зановины;D048;Каменецкий;R01;БРЕСТСКАЯ ОБЛАСТЬ
L08060;д.;Зановинье;D114;Ушачский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L13095;д.;Занцевичи;D020;Волковысский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L05157;д.;Заньки;D063;Лепельский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L23454;д.;Заньковщина;D080;Мстиславский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L09726;х.;Занюны;D022;Вороновский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L08422;д.;Заоболь;D124;Шумилинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L01941;д.;Заозерная;D071;Малоритский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L07810;д.;Заозерцы;D122;Шарковщинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L13615;д.;Заозерщина;D086;Октябрьский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L02019;д.;Заозерье;D092;Пинский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L16095;п.;Заозёрный;D108;Солигорский;R06;МИНСКАЯ ОБЛАСТЬ
L05014;д.;Заольша;D065;Лиозненский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L01967;д.;Заорье;D071;Малоритский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L16598;аг.;Заостровечье;D050;Клецкий;R06;МИНСКАЯ ОБЛАСТЬ
L00372;д.;Заосье;D001;Барановичский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L08983;п.;Западный;D041;Житковичский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L14698;д.;Запалье;D069;Любанский;R06;МИНСКАЯ ОБЛАСТЬ
L23881;д.;Запасенье;D119;Червенский;R06;МИНСКАЯ ОБЛАСТЬ
L03848;д.;Запасники;D024;Глубокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L11650;д.;Запашка;D038;Дятловский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L16083;д.;Запереходное;D108;Солигорский;R06;МИНСКАЯ ОБЛАСТЬ
L14386;д.;Заперинье;D096;Пуховичский;R06;МИНСКАЯ ОБЛАСТЬ
L12373;д.;Запесочное;D062;Лельчицкий;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L08991;д.;Запесочье;D041;Житковичский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L00912;д.;Заплесье;D036;Дрогичинский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L03191;х.;Заплющино;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L05045;д.;Запоженки;D065;Лиозненский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L24538;д.;Запокулье;D002;Белыничский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L03317;д.;Заполевщина;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L10840;д.;Заполичи;D101;Свислочский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L05814;д.;Заполосье;D074;Миорский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L00071;д.;Заполье;D001;Барановичский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L12649;д.;Запольные;D089;Островецкий;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L22342;д.;Запольцы;D110;Столбцовский;R06;МИНСКАЯ ОБЛАСТЬ
L16671;д.;Заполяки;D078;Молодечненский;R06;МИНСКАЯ ОБЛАСТЬ
L08424;д.;Заполянка;D124;Шумилинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L01216;д.;Запросье;D068;Лунинецкий;R01;БРЕСТСКАЯ ОБЛАСТЬ
L09497;д.;Запрудовка;D033;Добрушский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L01560;д.;Запруды;D053;Кобринский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L02548;х.;Запрудье;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L14297;д.;Запрудяны;D022;Вороновский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L03318;д.;Запружаны;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L14953;д.;Запурье;D021;Воложинский;R06;МИНСКАЯ ОБЛАСТЬ
L17962;д.;Запутки;D061;Крупский;R06;МИНСКАЯ ОБЛАСТЬ
L08910;п.;Зарадвинье;D033;Добрушский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L13293;д.;Заракитное;D082;Наровлянский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L16945;д.;Зараковцы;D054;Копыльский;R06;МИНСКАЯ ОБЛАСТЬ
L23236;д.;Заранково;D113;Узденский;R06;МИНСКАЯ ОБЛАСТЬ
L02549;д.;Зарачье;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L06295;х.;Зарежье;D094;Поставский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L22051;д.;Зарекуша;D025;Глусский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L20118;д;Зарембино;D034;Докшицкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L16551;д.;Зарембы;D008;Борисовский;R06;МИНСКАЯ ОБЛАСТЬ
L22817;д.;Зарестье;D076;Могилевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L04534;д.;Зарецкие;D029;Городокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L11121;д.;Заречане;D101;Свислочский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L09752;д.;Заречанка;D030;Гродненский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L16710;д.;Заречанская;D078;Молодечненский;R06;МИНСКАЯ ОБЛАСТЬ
L01159;д.;Заречаны;D048;Каменецкий;R01;БРЕСТСКАЯ ОБЛАСТЬ
L04146;д.;Заречицк;D034;Докшицкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L00965;д.;Заречка;D036;Дрогичинский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L14640;д.;Заречки;D069;Любанский;R06;МИНСКАЯ ОБЛАСТЬ
L08181;д.;Заречная;D118;Чашникский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L08298;д.;Заречная Слобода;D118;Чашникский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L17674;д.;Заречное;D081;Мядельский;R06;МИНСКАЯ ОБЛАСТЬ
L07589;д.;Заречное Подберезье;D112;Толочинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L14059;д.;Заречные Батуки;D046;Ивьевский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L00177;д.;Заречье;D004;Березовский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L15037;д.;Заречье-1;D073;Минский;R06;МИНСКАЯ ОБЛАСТЬ
L13330;д.;Зарижье;D086;Октябрьский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L11005;д.;Зарица;D030;Гродненский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L22264;х.;Заричка;D071;Малоритский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L04567;п.;Зарница;D029;Городокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L21895;д.;Заровцы;D123;Шкловский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L05227;д.;Заровье;D063;Лепельский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L11600;д.;Зарой;D038;Дятловский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L03465;д.;Зароново;D019;Витебский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L18322;д.;Заросли;D061;Крупский;R06;МИНСКАЯ ОБЛАСТЬ
L17144;д.;Зарослое;D008;Борисовский;R06;МИНСКАЯ ОБЛАСТЬ
L12359;д.;Зарубаное;D062;Лельчицкий;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L21205;д.;Зарубец;D059;Кричевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L23670;д.;Зарубин Угол;D049;Кировский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L03641;д.;Зарубино;D024;Глубокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L10394;д.;Зарубичи;D030;Гродненский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L07489;д.;Зарубовщина;D114;Ушачский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L03988;д.;Зарубчики;D024;Глубокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L04732;аг.;Зарубы;D037;Дубровенский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L11390;д.;Зарудавье;D079;Мостовский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L25528;д.;Зарудеевка;D076;Могилевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L17791;д.;Зарудичи;D107;Сморгонский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L16923;д.;Зарудное;D054;Копыльский;R06;МИНСКАЯ ОБЛАСТЬ
L00467;д.;Зарудье;D044;Ивановский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L05200;д.;Заружанье;D063;Лепельский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L01901;д.;Заручевье;D006;Бешенковичский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L16500;д.;Заручье;D008;Борисовский;R06;МИНСКАЯ ОБЛАСТЬ
L05158;д.;Зарыбино;D063;Лепельский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L01310;д.;Зарытово;D070;Ляховичский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L02848;д.;Заря;D015;Верхнедвинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L20613;п.;Заря Авхимковская;D117;Чаусский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L18791;д.;Заря Коммунизма;D125;Щучинский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L27368;д;Заря Революции;D073;Минский;R06;МИНСКАЯ ОБЛАСТЬ
L09687;п.;Заря Свободы;D097;Речицкий;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L17367;д.;Засвирь;D081;Мядельский;R06;МИНСКАЯ ОБЛАСТЬ
L15537;д.;Засвятица;D003;Березинский;R06;МИНСКАЯ ОБЛАСТЬ
L05413;д.;Засекли;D087;Оршанский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L25564;д;Заселечье;D088;Осиповичский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L03118;д.;Заселок;D019;Витебский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L14240;д.;Заселье;D097;Речицкий;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L11652;д.;Засетье;D038;Дятловский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L05046;д.;Засигово;D065;Лиозненский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L01703;д.;Засимовичи;D095;Пружанский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L01704;д.;Засимы;D095;Пружанский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L08043;д.;Засинники;D124;Шумилинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L08920;д.;Засинцы;D039;Ельский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L06479;д.;Заситница;D093;Полоцкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L21519;д.;Заситье;D060;Круглянский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L16672;аг.;Засковичи;D078;Молодечненский;R06;МИНСКАЯ ОБЛАСТЬ
L06343;д.;Заскорки;D093;Полоцкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L05201;д.;Заславки;D063;Лепельский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L14972;г.;Заславль;D073;Минский;R06;МИНСКАЯ ОБЛАСТЬ
L05397;д.;Заслоновка;D087;Оршанский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L04886;д.;Заслоново;D063;Лепельский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L00751;д.;Заслучно;D012;Брестский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L14642;д.;Засмужье;D069;Любанский;R06;МИНСКАЯ ОБЛАСТЬ
L03192;д.;Заснудье;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L18648;д.;Засовье;D066;Логойский;R06;МИНСКАЯ ОБЛАСТЬ
L23390;д.;Засожье;D080;Мстиславский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L02376;д.;Засорье;D006;Бешенковичский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L09640;аг.;Заспа;D097;Речицкий;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L18537;д.;Заспорня;D017;Вилейский;R06;МИНСКАЯ ОБЛАСТЬ
L00867;д.;Заставье;D036;Дрогичинский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L05654;х.;Застаринцы;D074;Миорский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L03426;д.;Застарины;D015;Верхнедвинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L00054;д.;Застаринье;D001;Барановичский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L22003;д.;Застаричье;D109;Стародорожский;R06;МИНСКАЯ ОБЛАСТЬ
L16924;д.;Застебье;D054;Копыльский;R06;МИНСКАЯ ОБЛАСТЬ
L02377;д.;Застенки;D006;Бешенковичский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L01235;д.;Застенок;D068;Лунинецкий;R01;БРЕСТСКАЯ ОБЛАСТЬ
L10738;д.;Застенок Бельские;D064;Лидский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L18008;д.;Застенок Брили;D081;Мядельский;R06;МИНСКАЯ ОБЛАСТЬ
L21795;д.;Застенок Дуброва;D025;Глусский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L03265;д.;Застенок Милюны;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
