LOC_CODE;LOCATION_TYPE;LOCATION_NAME;DIS_CODE;DISTRICT;REG_CODE;REGION
L05674;д.;Новые Крюки;D074;Миорский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L08209;д.;Новые Лавки;D118;Чашникский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L12615;д.;Новые Лагодки;D084;Новогрудский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L24823;п;Новые Лугинцы;D016;Ветковский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L00263;д.;Новые Луки;D001;Барановичский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L00718;д.;Новые Лыщицы;D012;Брестский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L24634;аг.;Новые Максимовичи;D052;Кличевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L11571;д.;Новые Малыничи;D121;Чечерский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L09177;д.;Новые Марковичи;D042;Жлобинский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L09031;д.;Новые Милевичи;D041;Житковичский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L24635;д.;Новые Наборки;D052;Кличевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L11756;д.;Новые Новоселки;D047;Калинковичский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L19012;д.;Новые Новосёлки;D083;Несвижский;R06;МИНСКАЯ ОБЛАСТЬ
L21903;д.;Новые Овчиненки;D123;Шкловский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L00844;д.;Новые Огаревичи;D023;Ганцевичский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L14842;д.;Новые Поддубы;D125;Щучинский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L15822;д.;Новые Приборки;D003;Березинский;R06;МИНСКАЯ ОБЛАСТЬ
L24020;д.;Новые Прянички;D051;Климовичский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L18242;д.;Новые Пышачи;D061;Крупский;R06;МИНСКАЯ ОБЛАСТЬ
L02282;д.;Новые Ранчицы;D006;Бешенковичский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L15118;д.;Новые Рачковичи;D105;Слуцкий;R06;МИНСКАЯ ОБЛАСТЬ
L22641;д.;Новые Рубежевичи;D110;Столбцовский;R06;МИНСКАЯ ОБЛАСТЬ
L09844;д.;Новые Рутковичи;D055;Кореличский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L20241;аг.;Новые Самотевичи;D057;Костюковичский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L21590;д.;Новые Слижи;D123;Шкловский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L13377;х.;Новые Смильгини;D022;Вороновский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L21922;д.;Новые Стайки;D123;Шкловский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L09416;д.;Новые Терешковичи;D027;Гомельский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L16103;д.;Новые Терушки;D108;Солигорский;R06;МИНСКАЯ ОБЛАСТЬ
L21952;д.;Новые Фаличи;D109;Стародорожский;R06;МИНСКАЯ ОБЛАСТЬ
L12775;д.;Новые Хатьковцы;D020;Волковысский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L08808;д.;Новые Храковичи;D009;Брагинский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L21578;д.;Новые Чемоданы;D123;Шкловский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L18268;д.;Новые Щавры;D061;Крупский;R06;МИНСКАЯ ОБЛАСТЬ
L14955;д.;Новые Юрковичи;D069;Любанский;R06;МИНСКАЯ ОБЛАСТЬ
L13828;д.;Новые Якентаны;D089;Островецкий;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L06302;х.;Новые Ясневичи;D094;Поставский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L03653;д.;Новые-Шарабаи;D024;Глубокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L00022;п.;Новый;D001;Барановичский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L09690;д.;Новый Барсук;D097;Речицкий;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L04427;д.;Новый Болецк;D029;Городокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L01826;х.;Новый Бор;D111;Столинский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L24203;д.;Новый Будков;D119;Червенский;R06;МИНСКАЯ ОБЛАСТЬ
L21443;аг.;Новый Быхов;D014;Быховский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L22143;д.;Новый Вендорож;D076;Могилевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L23365;д.;Новый Городок;D049;Кировский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L15417;д.;Новый Гутков;D105;Слуцкий;R06;МИНСКАЯ ОБЛАСТЬ
L01973;д.;Новый Двор;D071;Малоритский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L01988;д.;Новый Дворец;D092;Пинский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L24021;д.;Новый Дедин;D051;Климовичский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L07741;д.;Новый Друцк;D112;Толочинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L23932;д.;Новый Дубок;D119;Червенский;R06;МИНСКАЯ ОБЛАСТЬ
L25715;п.;Новый Кременец;D117;Чаусский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L10593;д.;Новый Кривск;D098;Рогачевский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L09481;д.;Новый Крупец;D033;Добрушский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L19416;д.;Новый Кут;D096;Пуховичский;R06;МИНСКАЯ ОБЛАСТЬ
L21760;д.;Новый Кучин;D014;Быховский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L19869;п.;Новый Ланьков;D002;Белыничский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L16138;п.;Новый Луг;D108;Солигорский;R06;МИНСКАЯ ОБЛАСТЬ
L08552;д.;Новый Любовин;D013;Буда-Кошелевский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L25158;д;Новый Майдан;D082;Наровлянский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L09228;д.;Новый Малков;D016;Ветковский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L09511;п.;Новый Мир;D033;Добрушский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L08527;д.;Новый Мокрец;D009;Брагинский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L10613;п.;Новый Остров;D098;Рогачевский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L10638;п.;Новый Пахарь;D098;Рогачевский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L05776;д.;Новый Погост;D074;Миорский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L01789;д.;Новый Поселок;D111;Столинский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L03284;д.;Новый Проект;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L11865;п.;Новый Путь;D121;Чечерский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L25800;д.;Новый Рожан;D108;Солигорский;R06;МИНСКАЯ ОБЛАСТЬ
L22629;д.;Новый Свержень;D110;Столбцовский;R06;МИНСКАЯ ОБЛАСТЬ
L00336;д.;Новый Свет;D001;Барановичский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L22144;д.;Новый Синин;D076;Могилевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L19030;д.;Новый Снов;D083;Несвижский;R06;МИНСКАЯ ОБЛАСТЬ
L17618;д.;Новый Сокол;D061;Крупский;R06;МИНСКАЯ ОБЛАСТЬ
L24579;д.;Новый Спор;D052;Кличевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L27298;д.;Новый Степанов;D009;Брагинский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L02831;д.;Новый Строй;D015;Верхнедвинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L14391;д.;Новый Уборок;D096;Пуховичский;R06;МИНСКАЯ ОБЛАСТЬ
L18243;д.;Новый Шлях;D061;Крупский;R06;МИНСКАЯ ОБЛАСТЬ
L05053;д.;Новь;D065;Лиозненский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L06675;д.;Новязки;D102;Сенненский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L24726;д;Ногавки;D081;Мядельский;R06;МИНСКАЯ ОБЛАСТЬ
L24728;д;Ногавщино;D081;Мядельский;R06;МИНСКАЯ ОБЛАСТЬ
L06543;д.;Ножницы;D099;Россонский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L14068;д.;Ноздраки;D046;Ивьевский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L06253;д.;Норица;D094;Поставский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L21251;д.;Норки;D120;Чериковский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L20533;д.;Норкино;D057;Костюковичский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L07132;д.;Норковичи;D094;Поставский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L12115;д.;Норковщина;D056;Кормянский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L01188;д.;Норовщина;D048;Каменецкий;R01;БРЕСТСКАЯ ОБЛАСТЬ
L11663;д.;Норцевичи;D038;Дятловский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L09582;д.;Норшты;D090;Ошмянский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L22642;х.;Носали;D110;Столбцовский;R06;МИНСКАЯ ОБЛАСТЬ
L04428;д.;Носачи;D029;Городокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L06409;д.;Носилица;D093;Полоцкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L17054;д.;Носилово;D078;Молодечненский;R06;МИНСКАЯ ОБЛАСТЬ
L01691;д.;Носки;D095;Пружанский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L13378;х.;Носовичи;D022;Вороновский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L03999;д.;Носыри;D024;Глубокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L26358;х;Нотно;D089;Островецкий;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L06854;х.;Ноховщина;D094;Поставский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L24649;д;Нудичи;D009;Брагинский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L02573;д.;Нурвянцы;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L02778;д.;Нурвяны;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L03403;аг.;Нурово;D015;Верхнедвинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L00793;д.;Няневичи;D012;Брестский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L12341;д.;Няньково;D084;Новогрудский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L02779;д.;Обали;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L16851;д.;Обез;D008;Борисовский;R06;МИНСКАЯ ОБЛАСТЬ
L11637;д.;Обельковичи;D038;Дятловский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L01448;д.;Оберовщина;D048;Каменецкий;R01;БРЕСТСКАЯ ОБЛАСТЬ
L01601;д.;Обеч;D095;Пружанский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L16104;д.;Обидемля;D108;Солигорский;R06;МИНСКАЯ ОБЛАСТЬ
L04429;д.;Обидино;D029;Городокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L21459;аг.;Обидовичи;D014;Быховский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L05879;х.;Облятово;D074;Миорский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L10771;д.;Обманичи;D064;Лидский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L17863;д.;Ободовцы;D017;Вилейский;R06;МИНСКАЯ ОБЛАСТЬ
L19663;д.;Обоз;D069;Любанский;R06;МИНСКАЯ ОБЛАСТЬ
L03129;д.;Оболикшты;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L07924;х.;Оболонь;D122;Шарковщинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L06440;д.;Оболонье;D093;Полоцкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L04507;д.;Оболь;D029;Городокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L07658;аг.;Обольцы;D112;Толочинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L08018;д.;Оболянка;D124;Шумилинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L03130;д.;Оболяны;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L01241;д.;Оборки;D068;Лунинецкий;R01;БРЕСТСКАЯ ОБЛАСТЬ
L00450;д.;Оброво;D044;Ивановский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L01268;д.;Обруб;D068;Лунинецкий;R01;БРЕСТСКАЯ ОБЛАСТЬ
L03696;д.;Обруб-Березвечский;D024;Глубокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L10801;д.;Обрубы;D064;Лидский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L10694;д.;Обуховичи;D030;Гродненский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L02350;д.;Обухово;D006;Бешенковичский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L17338;д.;Обуховщина;D078;Молодечненский;R06;МИНСКАЯ ОБЛАСТЬ
L16852;д.;Обча;D008;Борисовский;R06;МИНСКАЯ ОБЛАСТЬ
L15372;д.;Обчак;D073;Минский;R06;МИНСКАЯ ОБЛАСТЬ
L14651;д.;Обчин;D069;Любанский;R06;МИНСКАЯ ОБЛАСТЬ
L17943;д.;Обчуга;D061;Крупский;R06;МИНСКАЯ ОБЛАСТЬ
L12530;д.;Овечицы;D043;Зельвенский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L05313;д.;Овечки;D074;Миорский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L00463;д.;Овзичи;D044;Ивановский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L01584;д.;Оводы;D053;Кобринский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L01807;д.;Овсемирово;D111;Столинский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L06639;д.;Овсище;D102;Сенненский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L00650;д.;Овсто;D045;Ивацевичский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L10802;д.;Овсядово;D064;Лидский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L04212;д.;Овсяники;D034;Докшицкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L05777;д.;Овсянка;D074;Миорский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L21904;д.;Овчиненки;D123;Шкловский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L20861;д.;Овчинец;D058;Краснопольский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L07212;д.;Овчинково;D102;Сенненский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L00845;аг.;Огаревичи;D023;Ганцевичский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L00896;д.;Огдемер;D036;Дрогичинский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L13798;х.;Оглоблишки;D046;Ивьевский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L00494;д.;Огово;D044;Ивановский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L13962;д.;Оголичи;D091;Петриковский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L13963;д.;Оголичская Рудня;D091;Петриковский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L03285;д.;Огони;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L00188;д.;Огородники;D004;Березовский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L09474;д.;Огородня Гомельская;D033;Добрушский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L09475;д.;Огородня Кузьминичская;D033;Добрушский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L19194;д.;Огородчики;D021;Воложинский;R06;МИНСКАЯ ОБЛАСТЬ
L11369;д.;Огрызки;D079;Мостовский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L03930;д.;Огурни;D024;Глубокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L11370;д.;Одверна;D079;Мостовский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L10717;аг.;Одельск;D030;Гродненский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L12130;д.;Одла;D005;Берестовицкий;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L13481;д.;Однополь;D046;Ивьевский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L08741;п.;Однополье;D016;Ветковский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L00512;д.;Одрижин;D044;Ивановский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L01501;д.;Одринка;D053;Кобринский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L07101;д.;Ожарево;D094;Поставский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L07057;д.;Ожарцы;D094;Поставский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L09893;д.;Ожелеи;D090;Ошмянский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L13990;д.;Ожелишки;D022;Вороновский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L15993;д.;Ожики;D073;Минский;R06;МИНСКАЯ ОБЛАСТЬ
L12942;д.;Ожуловка;D089;Островецкий;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L06206;д.;Ожуны;D094;Поставский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L02011;д.;Озаричи;D092;Пинский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L25266;д;Озаровичи;D028;Горецкий;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L17113;д.;Озгиновичи;D104;Слонимский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L01811;д.;Оздамичи;D111;Столинский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L19466;д.;Оздобичи;D125;Щучинский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L17157;аг.;Оздятичи;D008;Борисовский;R06;МИНСКАЯ ОБЛАСТЬ
L13601;д.;Оземля;D086;Октябрьский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L02780;д.;Озерава;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
