Код;Кол-во;Наименование;Автор;ISBN;Вес шт.(кг);Описание;Направление;Ссылка на cайт;Цена без скидки;Акционная скидка;Скидка корпоративная;Итоговая скидка;Итоговая цена;Стоимость;;
00000006448;0;Лидерство во льдах;Альфред Лансинг;978-5-00057-140-8;0,59;Антарктическая одиссея Шеклтона;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/liderstvo_vo_ldah/?buytab=paperbook;750,00;30%;т ты меня;50%;375,00;0,00;525;
00000006449;0;Остаться в живых;Лоуренс Гонсалес;978-5-00057-094-4;0,67;Психология поведения в экстремальных ситуациях;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/ostatsya_v_zhivyh/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000006447;0;Искусство управлять;Крис Макгофф;978-5-00100-014-3;0,55;46 ключевых принципов и инструментов руководителя;Бизнес;https://www.mann-ivanov-ferber.ru/books/iskusstvo_upravljat/?buytab=paperbook;1135,00;30%;т ты меня;50%;567,50;0,00;794,5;
00000006450;0;Как быть интересным;Джессика Хэги;978-5-00057-142-2;0,81;10 простых шагов;Творчество;https://www.mann-ivanov-ferber.ru/books/kak_stat_interesnym/?buytab=paperbook;920,00;30%;т ты меня;50%;460,00;0,00;644;
00000006443;0;Google AdWords. Исчерпывающее руководство;Брэд  Геддс;978-5-00057-117-0;0,93;;Маркетинг;https://www.mann-ivanov-ferber.ru/books/paperbook/advanced-google-adwords/?buytab=paperbook;2000,00;30%;т ты меня;50%;1000,00;0,00;1400;
00000006439;0;Начинающий инвестор;Гейл Карлиц, Дебби Хониг;978-500057-072-2;0,27;Руководство по накоплению и инвестированию для смышленых детей;Детские книги;https://www.mann-ivanov-ferber.ru/books/nachinayushiy_investor/?buytab=paperbook;630,00;30%;т ты меня;50%;315,00;0,00;441;
00000006441;0;Контент — это валюта;Джон Вюббен;978-5-00057-077-7;0,74;Как разрабатывать продающий контент;Маркетинг;https://www.mann-ivanov-ferber.ru/books/paperbook/content-is-currency/?buytab=paperbook;750,00;30%;т ты меня;50%;375,00;0,00;525;
00000006436;0;Ребенок-оптимист;Мартин Селигман;978-5-00057-923-7;0,51;Проверенная программа формирования характера;Детские книги;https://www.mann-ivanov-ferber.ru/books/rebenok_optimist/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000006429;0;Контекстная реклама, которая работает;Перри Маршалл, Брайан Тодд;978-5-00057-116-3;0,80;Библия Google AdWords;Маркетинг;https://www.mann-ivanov-ferber.ru/books/paperbook/ultimate-guide-google-adwords/?buytab=paperbook;1500,00;30%;т ты меня;50%;750,00;0,00;1050;
00000006408;0;Самолеты из бумаги;Джон Коллинз;978-5-00057-096-8;0,54;От создателя «Сюзанны», самолета-легенды,  вошедшего в Книгу рекордов Гиннеса;Детские книги;https://www.mann-ivanov-ferber.ru/books/samolety_iz_bumagi/?buytab=paperbook;690,00;30%;т ты меня;50%;345,00;0,00;483;
00000006336;0;Brainiac;Кен Дженнингс;978-5-00057-119-4;0,61;Удивительные приключения в мире интеллектуальных игр;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/brainiac/?buytab=paperbook;870,00;30%;т ты меня;50%;435,00;0,00;609;
00000006402;0;Правила Брэнсона;Ричард Брэнсон;978-5-00057-085-2;0,44;;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/pravila_brensona/?buytab=paperbook;1070,00;30%;т ты меня;50%;535,00;0,00;749;
00000006369;0;Разговор по существу;Сьюзан Скотт;978-5-00057-078-4;0,62;Искусство общения для тех, кто хочет добиваться своего;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/paperbook/fierce-conversations/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000006364;0;Как писать так, чтобы вам доверяли;Кеннет Роуман, Джоэл Рафаэльсон;978-5-00057-080-7;0,35;;Маркетинг;https://www.mann-ivanov-ferber.ru/books/kak_pisat_tak_chtoby_vam_doverjali/?buytab=paperbook;870,00;30%;т ты меня;50%;435,00;0,00;609;
00000006370;0;Мой муж — предприниматель;Яна Агарунова;978-5-00057-099-9;0,31;Как создать семью, сохранить страсть и реализоваться как личность;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/moj_muzh_predprinimatel/?buytab=paperbook;550,00;30%;т ты меня;50%;275,00;0,00;385;
00000006374;0;Здоровые рецепты доктора Ионовой;Лидия Ионова;978-500057-066-1;0,94;Как есть, чтобы похудеть и сохранить стройность навсегда;Здоровый образ жизни;https://www.mann-ivanov-ferber.ru/books/zdorovye_recepty_doktora_ionovoy/?buytab=paperbook;1335,00;30%;т ты меня;50%;667,50;0,00;934,5;
00000006376;0;Собери свою галактику;Иоахим Кланг, Оливер Альбрехт;978-5-00057-095-1;1,28;Книга инструкций Lego;Детские книги;https://www.mann-ivanov-ferber.ru/books/soberi_svoju_galaktiku/?buytab=paperbook;1450,00;30%;т ты меня;50%;725,00;0,00;1015;
00000005881;0;Захотела и смогла;Владимир Яковлев;978-5-91657-982-6;0,69;31 удивительная история о женщинах, которые доказали, что никогда не поздно исполнить свою самую невероятную мечту;Здоровый образ жизни;https://www.mann-ivanov-ferber.ru/books/zahotela_i_smogla/?buytab=paperbook;850,00;30%;т ты меня;50%;425,00;0,00;595;
00000006360;0;Неудержимые;Билл Шлей;978-500057-030-2;0,58;Интенсив для будущих предпринимателей;Бизнес;https://www.mann-ivanov-ferber.ru/books/neuderzhimye/?buytab=paperbook;630,00;30%;т ты меня;50%;315,00;0,00;441;
00000006358;0;Писать легко;Ольга Соломатина;978-500057-001-2;0,33;Как писать тексты, не дожидаясь вдохновения;Творчество;https://www.mann-ivanov-ferber.ru/books/pisat_legko/?buytab=paperbook;690,00;30%;т ты меня;50%;345,00;0,00;483;
00000006362;0;Управление контент-маркетингом;Роберт Роуз, Джо Пулицци;978-5-00057-076-0;0,53;Практическое руководство по созданию лояльной аудитории для вашего бизнеса;Маркетинг;https://www.mann-ivanov-ferber.ru/books/paperbook/managing-content-marketing/?buytab=paperbook;690,00;30%;т ты меня;50%;345,00;0,00;483;
00000006328;0;Номер 1. Как стать лучшим в том, что ты делаешь;Игорь Манн;978-5-00100-576-6;0,46;;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/nomer_odin/?buytab=paperbook;760,00;30%;т ты меня;50%;380,00;0,00;532;
00000006337;0;Бизнес в позе лотоса;Ризван Вирк;978-500057-031-9;0,56;Как совместить работу и духовный поиск;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/biznes_v_poze_lotosa/?buytab=paperbook;870,00;30%;т ты меня;50%;435,00;0,00;609;
00000006317;0;Социальные медиа — это бред!;Брэндон Мендельсон;978-500057-070-8;0,41;Откровения маркетолога;Маркетинг;https://www.mann-ivanov-ferber.ru/books/socialnye_media_eto_bred/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000006314;0;Несмотря ни на что;Марк Макгиннесс;978-5-91657-995-6;0,40;Как преодолеть страх, неприятие и критику на пути к своей мечте;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/mif/resilience/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000006320;0;Власть, влияние и политика в организациях;Джеффри Пфеффер;978-5-91657-950-5;0,77;;Бизнес;https://www.mann-ivanov-ferber.ru/books/vlast_vliyanie_i_politika_v_organizaciyah/?buytab=paperbook;1000,00;30%;т ты меня;50%;500,00;0,00;700;
00000006313;0;Персональный ребрендинг;Дори Кларк;978-500057-064-7;0,36;Как изменить свой имидж, сохранив репутацию;Бизнес;https://www.mann-ivanov-ferber.ru/books/personalnyj_rebrending/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000006323;0;Remote. Офис не обязателен;Джейсон Фрайд и Дэвид Хайнемайер Хенссон;978-500057-038-8;0,56;;Бизнес;https://www.mann-ivanov-ferber.ru/books/paperbook/remote-office-not-required/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000006325;0;Маркетплейс 3.0;Хироси Микитани;978-5-91657-926-0;0,56;Новый взгляд на торговлю в интернете от основателя Rakuten — одного из крупнейших интернет-магазинов в мире;Бизнес;https://www.mann-ivanov-ferber.ru/books/paperbook/marketplace/?buytab=paperbook;690,00;30%;т ты меня;50%;345,00;0,00;483;
00000006315;0;Ctrl Alt Delete;Митч Джоэл;978-500057-021-0;0,56;Перезагрузите свой бизнес и карьеру, пока еще не поздно;Бизнес;https://www.mann-ivanov-ferber.ru/books/ctrl_alt_delete/?buytab=paperbook;630,00;30%;т ты меня;50%;315,00;0,00;441;
00000006288;0;Геймификация в бизнесе;Гейб Зикерманн, Джоселин Линдер;978-5-00057-093-7;0,55;Как пробиться сквозь шум и завладеть вниманием сотрудников и клиентов;Бизнес;https://www.mann-ivanov-ferber.ru/books/geimifikaciya_v_biznese/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000006286;0;Удовольствие от x;Стивен Строгац;978-5-00100-682-4;0,59;Увлекательная экскурсия в мир математики от одного из лучших преподавателей в мире;Научпоп;https://www.mann-ivanov-ferber.ru/books/paperbook/joy-x/?buytab=paperbook;750,00;30%;т ты меня;50%;375,00;0,00;525;
00000006279;0;Царь горы;По Бронсон и Эшли Мерримен;978-500057-062-3;0,60;Пробивной характер и психология конкуренции;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/paperbook/top-dog-the-science-of-winning-and-losing/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000006275;0;Как научиться готовить;Андрей Азаров;978-500057-065-4;1,47;Традиционные рецепты на каждый день (+видео);Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/special/cooking/?buytab=paperbook;1200,00;30%;т ты меня;50%;600,00;0,00;840;
00000006269;0;Мультиварка: 100 здоровых завтраков и ужинов;Соня Руденко;978-500057-037-1;1,13;;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/special/helthy_breakfast/?buytab=paperbook;1265,00;30%;т ты меня;50%;632,50;0,00;885,5;
00000006271;0;Мультиварка: готовим два блюда сразу;Марина Ярославцева, Аня Гидаспова;978-500057-067-8;1,12;;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/special/multicookings/?buytab=paperbook;950,00;30%;т ты меня;50%;475,00;0,00;665;
00000006246;0;Разреши себе мечтать;Уитни Джонсон;978-500057-063-0;0,51;Как воспитать смелость в себе и своих детях;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/razreshi_sebe_mechtat/?buytab=paperbook;870,00;30%;т ты меня;50%;435,00;0,00;609;
00000006225;0;Опять творческий кризис?;Алекс Корнелл;978-500057-025-8;0,57;90 проверенных способов преодолеть кризис и снова найти вдохновение;Творчество;https://www.mann-ivanov-ferber.ru/books/opyat_tvorcheskyi_krizis/?buytab=paperbook;690,00;30%;т ты меня;50%;345,00;0,00;483;
00000006231;0;Слово дизайнеру;Сара Бейдер;978-500057-023-4;0,22;Принципы, мнения и афоризмы всемирно известных дизайнеров;Творчество;https://www.mann-ivanov-ferber.ru/books/slovo_dizayneru/?buytab=paperbook;690,00;30%;т ты меня;50%;345,00;0,00;483;
00000006229;0;Слово архитектору;Лаура Дашкес;978-500057-024-1;0,22;Принципы, мнения и афоризмы всемирно известных архитекторов;Творчество;https://www.mann-ivanov-ferber.ru/books/slovo_arhitektoru/?buytab=paperbook;690,00;30%;т ты меня;50%;345,00;0,00;483;
00000006224;0;Психология мотивации;Хайди Грант Хэлворсон, Тори Хиггинс;978-5-91657-974-1;0,41;Как глубинные установки влияют на наши желания и цели;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/mif/focus/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000006220;0;Продающее письмо;Дэн Кеннеди;978-5-91657-921-5;0,54;Как правильно написать рекламное письмо, чтобы привлечь максимальное число клиентов;Маркетинг;https://www.mann-ivanov-ferber.ru/books/prodayuschee_pismo/?buytab=paperbook;690,00;30%;т ты меня;50%;345,00;0,00;483;
00000006107;0;Визуальные заметки;Майк Роуди;978-5-00100-626-8;0,59;Иллюстрированное руководство по скетчноутингу;Творчество;https://www.mann-ivanov-ferber.ru/books/paperbook/the-sketchnote-handbook/?buytab=paperbook;1070,00;30%;т ты меня;50%;535,00;0,00;749;
00000006034;0;Стрессоустойчивость;Шэрон Мельник;978-5-91657-951-2;0,55;Как сохранять спокойствие и эффективность в любых ситуациях;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/paperbook/success-under-stress/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000006212;0;Легкий способ начать новую жизнь;Нейл Фьоре;978-5-91657-944-4;0,45;Как избавиться от стресса, внутренних конфликтов и вредных привычек;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/psychologies/awaken-your-strongest-self/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000005518;0;Китайское исследование;Колин Кэмпбелл;978-5-00100-694-7;0,73;Результаты самого масштабного исследования связи питания и здоровья;Здоровый образ жизни;https://www.mann-ivanov-ferber.ru/books/healthy_eating/the-china-study/?buytab=paperbook;750,00;30%;т ты меня;50%;375,00;0,00;525;
00000006103;0;Россия в цифрах: 2012-2013;Михаил Фирсанов, Ольга Гамбарян;978-5-91657-896-6;0,56;Страна, какой вы ее не видели прежде;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/rossiya_v_cifrah/?buytab=paperbook;800,00;30%;т ты меня;50%;400,00;0,00;560;
00000006197;0;Горшочек, не вари!;Марк Хёрст;978-500057-020-3;0,36;Как обуздать бесконечный поток писем и задач;Бизнес;https://www.mann-ivanov-ferber.ru/books/paperbook/bit-literacy/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000006198;0;Эффект плато;Боб Салливан, Хью Томпсон;978-5-91657-994-9;0,63;Как преодолеть застой и двигаться дальше;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/paperbook/the-plateau-effect/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000006200;0;Персонализация продаж;Александр  Деревицкий;978-500057-007-4;0,66;Как найти путь к сердцу каждого клиента;Бизнес;https://www.mann-ivanov-ferber.ru/books/personalizaciya_prodazh/?buytab=paperbook;870,00;30%;т ты меня;50%;435,00;0,00;609;
00000006189;0;Как преодолеть кризисы менеджмента;Ицхак Адизес;978-5-91657-430-2;0,49;Диагностика и решение управленческих проблем;Бизнес;https://www.mann-ivanov-ferber.ru/books/sse/mismanagement-crisis/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000005603;0;Макротренды в бизнесе;Брайан Солис;978-5-91657-918-5;0,79;Как стать компанией новой волны, создавая эмоции, привлекающие клиентов;Бизнес;https://www.mann-ivanov-ferber.ru/books/makrotrendy_v_biznese/?buytab=paperbook;800,00;30%;т ты меня;50%;400,00;0,00;560;
00000006132;0;Мастерство общения;Пол Макги;978-500057-022-7;0,38;Как найти общий язык с кем угодно;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/mif/how-succeed-people/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000006134;0;Ваш первый марафон;Грете Вайтц, Глория Авербух;978-5-91657-979-6;0,44;Как финишировать с улыбкой;Здоровый образ жизни;https://www.mann-ivanov-ferber.ru/books/vash_pervyj_marafon/?buytab=paperbook;690,00;30%;т ты меня;50%;345,00;0,00;483;
00000006133;0;Легкий способ быстро выучить иностранный язык с помощью музыки;Сусанна Зарайская;978-500057-006-7;0,34;90 действенных советов;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/paperbook/language-music/?buytab=paperbook;450,00;30%;т ты меня;50%;225,00;0,00;315;
00000013776;0;Ловушки мышления;Чип Хиз  и Дэн Хиз;978-5-00100-371-7;0,63;Как принимать решения, о которых вы не пожалеете;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/paperbook/decisive/?buytab=paperbook;750,00;30%;т ты меня;50%;375,00;0,00;525;
00000006101;0;Инфографика;Дэвид Маккэндлесс;978-5-91657-850-8;1,13;Самые интересные данные в графическом представлении;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/infografika/?buytab=paperbook;1500,00;30%;т ты меня;50%;750,00;0,00;1050;
00000006090;0;К черту все! Берись и делай!;Ричард Брэнсон;978-5-00100-548-3;0,50;;Бизнес;https://www.mann-ivanov-ferber.ru/books/k_chertu_vse/?buytab=paperbook;760,00;30%;т ты меня;50%;380,00;0,00;532;
00000006091;0;Помнить все;Артур Думчев;978-5-00100-666-4;0,32;Практическое руководство по развитию памяти;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/pomnit_vse/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000006099;0;Технологии, которые изменили мир;Александр Латкин;978-5-91657-009-0;1,11;;;https://www.mann-ivanov-ferber.ru/books/special/technology/?buytab=paperbook;2665,00;15%;т ты меня;50%;1332,50;0,00;2265,25;
00000006105;0;Мастера слова;Джерри Вайсман;978-5-91657-958-1;0,59;Секреты публичных выступлений;Бизнес;https://www.mann-ivanov-ferber.ru/books/secrets_of_the_great/winning-strategies-for-power-presentations/?buytab=paperbook;1070,00;30%;т ты меня;50%;535,00;0,00;749;
00000006068;0;Продающий контент;Ли Одден;978-5-91657-895-9;0,50;Как связать контент-маркетинг, SEO и социальные сети в единую систему;Маркетинг;https://www.mann-ivanov-ferber.ru/books/mif/optimize/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000006072;0;Ешьте это, а не то;Олеся Гиевская;978-5-91657-857-7;0,55;Как выбрать правильные продукты в супермаркете;Здоровый образ жизни;https://www.mann-ivanov-ferber.ru/books/paperbook/eat_tthis_not_that/?buytab=paperbook;920,00;30%;т ты меня;50%;460,00;0,00;644;
00000006061;0;Успешный детский клуб;Зарина Ивантер;978-5-91657-943-7;0,30;План развития на 12 месяцев;Бизнес;https://www.mann-ivanov-ferber.ru/books/paperbook/detskiy-klub/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000006038;0;Залоговик;Николай Вольхин;978-500057-028-9;0,61;Все о банковских залогах от первого лица;Бизнес;https://www.mann-ivanov-ferber.ru/books/zalogovik/?buytab=paperbook;935,00;30%;т ты меня;50%;467,50;0,00;654,5;
00000006031;0;Контент, маркетинг и рок-н-ролл;Денис Каплунов;978-5-00100-991-7;0,69;Книга-муза для покорения клиентов в интернете;Маркетинг;https://www.mann-ivanov-ferber.ru/books/mif/content/?buytab=paperbook;800,00;30%;т ты меня;50%;400,00;0,00;560;
00000006029;0;Patagonia – бизнес в стиле серфинг;Ивон Шуинар;978-5-00100-699-2;0,47;Как альпинист создал крупнейшую компанию спортивного снаряжения;Бизнес;https://www.mann-ivanov-ferber.ru/books/paperbook/let-my-people-go-surfing/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000006032;0;Бухгалтерия без авралов и проблем;Павел Меньшиков;978-5-00057-014-2;0,64;Руководство для главного бухгалтера;Бизнес;https://www.mann-ivanov-ferber.ru/books/buhgalteriya_bez_avralov_i_problem/?buytab=paperbook;690,00;30%;т ты меня;50%;345,00;0,00;483;
00000006013;0;Физика фондового рынка;Джеймс Уэзеролл;978-5-91657-946-8;0,56;Краткая история предсказаний непредсказуемого;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/paperbook/the-physics-of-wall-street/?buytab=paperbook;750,00;30%;т ты меня;50%;375,00;0,00;525;
00000006020;0;Mr. Leader;Владимир Воронов;978-500057-004-3;0,37;Самоучитель по лидерству в иллюстрациях;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/mr_leader/?buytab=paperbook;870,00;30%;т ты меня;50%;435,00;0,00;609;
00000006016;0;Нет отбоя от клиентов;Майкл Порт;978-5-91657-941-3;0,92;Простая и надежная система привлечения клиентов, даже если вы ненавидите продавать;Бизнес;https://www.mann-ivanov-ferber.ru/books/paperbook/book-yourself-solid-illustrated/?buytab=paperbook;950,00;30%;т ты меня;50%;475,00;0,00;665;
00000005959;0;В поисках себя;Жан Беливо;978-5-00057-306-8;0,61;История человека, обошедшего землю пешком;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/v_poiskah_sebya/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000005962;0;Мифы воспитания;По Бронсон и Эшли Мерримен;978-5-91657-405-0;0,50;Наука против интуиции;Детские книги;https://www.mann-ivanov-ferber.ru/books/paperbook/new-thinking-about-children/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000005960;0;Основы интернет-маркетинга;Митч Мейерсон, Мэри Скарборо;978-5-91657-967-3;0,59;Все, что нужно знать, чтобы открыть свой магазин в интернете;Маркетинг;https://www.mann-ivanov-ferber.ru/books/paperbook/mastering-online-marketing/?buytab=paperbook;690,00;30%;т ты меня;50%;345,00;0,00;483;
00000005965;0;Клад для копирайтера;Элина Слободянюк;978-5-91657-826-3;0,38;;Маркетинг;https://www.mann-ivanov-ferber.ru/books/paperbook/treasure-copywriter/?buytab=paperbook;870,00;30%;т ты меня;50%;435,00;0,00;609;
00000005963;0;Как устроен человек;Елена Качур;978-5-00100-386-1;0,51;Детские энциклопедии с Чевостиком;Детские книги;https://www.mann-ivanov-ferber.ru/books/kak_ustroen_chelovek/?buytab=paperbook;550,00;30%;т ты меня;50%;275,00;0,00;385;
00000005955;0;Заразительный;Йона Бергер;978-5-00100-015-0;0,50;Психология сарафанного радио. Как продукты и идеи становятся популярными;Маркетинг;https://www.mann-ivanov-ferber.ru/books/paperbook/contagious/?buytab=paperbook;800,00;30%;т ты меня;50%;400,00;0,00;560;
00000005947;0;Финансисты, которые изменили мир;;978-5-91657-996-3;0,93;;;https://www.mann-ivanov-ferber.ru/books/finansisty_kotorye_izmenili_mir/?buytab=paperbook;2500,00;15%;т ты меня;50%;1250,00;0,00;2125;
00000005950;0;Путь истинного лидера;Его Святейшество Далай-лама XIV, Лоренс ван ден Майзенберг;978-5-91657-952-9;0,53;;Бизнес;https://www.mann-ivanov-ferber.ru/books/put-istinnogo-lidera/?buytab=paperbook;1200,00;30%;т ты меня;50%;600,00;0,00;840;
00000005940;0;Поднимая планку;Джейсон Вумек;978-5-91657-962-8;0,60;Как работать эффективнее, мыслить масштабнее и успевать больше;Бизнес;https://www.mann-ivanov-ferber.ru/books/paperbook/your-best-just-got-better/?buytab=paperbook;870,00;30%;т ты меня;50%;435,00;0,00;609;
00000005942;0;Технологии, которые изменят мир;Мартин Форд;978-5-91657-902-4;0,41;;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/the-lights-in-the-tunnel/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000005944;0;Психология инвестиций;Карл Ричардс;978-5-91657-868-3;0,37;Как перестать делать глупости со своими деньгами;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/sse/behavior-gap/?buytab=paperbook;735,00;30%;т ты меня;50%;367,50;0,00;514,5;
00000005929;0;Легкий способ перестать опаздывать;Диана де Лонзор;978-5-91657-981-9;0,37;;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/psychologies/never-be-late-again/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000005909;0;Заметки авиапассажира;Андрей Бильжо;978-5-91657-877-5;0,83;;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/paperbook/notes/?buytab=paperbook;740,00;30%;т ты меня;50%;370,00;0,00;518;
00000005897;0;Визуальный молоток;Лаура Райс;978-5-91657-980-2;0,49;Как образы побеждают тысячи слов;Маркетинг;https://www.mann-ivanov-ferber.ru/books/vizualnyi_molotok/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000014169;0;Спасите заложника;Джордж Колризер;978-5-00100-735-7;0,55;Как разрешать конфликты и влиять на людей;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/spasti_zalozhnika/?buytab=paperbook;740,00;30%;т ты меня;50%;370,00;0,00;518;
00000005892;0;Мы – звездная пыль;Элин Келси, Сойон Ким;978-5-91657-964-2;0,46;;Детские книги;https://www.mann-ivanov-ferber.ru/books/my_zvezdnaya_pyl/?buytab=paperbook;390,00;30%;т ты меня;50%;195,00;0,00;273;
00000005894;0;Здоровее будешь;Владимир Яковлев;978-5-91657-983-3;0,71;30 историй тех, кто на своем собственном примере доказал, что здоровье и красивое тело вполне можно сохранять далеко за 50;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/zdorovee_budesh/?buytab=paperbook;850,00;30%;т ты меня;50%;425,00;0,00;595;
00000005886;0;Книга моих историй;Луи Стоуэлл;978-5-91657-965-9;0,43;;Детские книги;https://www.mann-ivanov-ferber.ru/books/children/write-your-own-story-book/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000005884;0;Законы влияния;Сьюзан Вайншенк;978-5-91657-930-7;0,56;Как побудить людей делать то, что вам нужно;Маркетинг;https://www.mann-ivanov-ferber.ru/books/paperbook/how-get-people-do-stuff/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000005842;0;Формула времени;Глеб Архангельский;978-5-91657-924-6;0,41;Тайм-менеджмент на Outlook 2013;Бизнес;https://www.mann-ivanov-ferber.ru/books/mif/outlook-2013/?buytab=paperbook;870,00;30%;т ты меня;50%;435,00;0,00;609;
00000005840;0;Рецепты здоровья и долголетия;Лиэнн Кэмпбелл;978-5-91657-959-8;1,01;Кулинарная книга «Китайского исследования»;Здоровый образ жизни;https://www.mann-ivanov-ferber.ru/books/paperbook/the_china_study_cookbook/?buytab=paperbook;950,00;30%;т ты меня;50%;475,00;0,00;665;
00000005826;0;Начни;Джон Эйкафф;978-5-00100-223-9;0,53;Врежь страху по лицу, перестань быть «нормальным» и займись чем-то стоящим;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/paperbook/start/?buytab=paperbook;750,00;30%;т ты меня;50%;375,00;0,00;525;
00000005828;0;Экономика всего;Александр Аузан;978-5-00100-684-8;0,26;Как институты определяют нашу жизнь;Научпоп;https://www.mann-ivanov-ferber.ru/books/ekonomika_vsego/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000005811;0;От слайдов к историям;Мартин Сайкс, Никлас Малик, Марк Вест;978-5-91657-756-3;0,72;Пошаговая методика создания убеждающих презентаций;Бизнес;https://www.mann-ivanov-ferber.ru/books/paperbook/stories-move-mountains/?buytab=paperbook;950,00;30%;т ты меня;50%;475,00;0,00;665;
00000005807;0;Сила воли;Келли Макгонигал;978-5-91657-839-3;0,88;Как развить и укрепить;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/golden_library/thewillpowerinstinct/?buytab=paperbook;1200,00;30%;т ты меня;50%;600,00;0,00;840;
00000006156;0;KUMON. Учимся считать от 1 до 120;;978-5-00100-868-2978-5-00100-868-2;0,35;Рабочая тетрадь;Детские книги;https://www.mann-ivanov-ferber.ru/books/children/my-book-numbers-1-120/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000005809;0;Доставляя счастье;Тони Шей;978-5-91657-836-2;0,93;;Бизнес;https://www.mann-ivanov-ferber.ru/books/golden_library/deliveringhappiness/?buytab=paperbook;750,00;30%;т ты меня;50%;375,00;0,00;525;
00000006154;0;KUMON. Учимся считать от 1 до 30;;978-5-00117-103-4;0,35;Рабочая тетрадь;Детские книги;https://www.mann-ivanov-ferber.ru/books/children/my-book-numbers-1-30/?buytab=paperbook;420,00;30%;т ты меня;50%;210,00;0,00;294;
