Код;Кол-во;Наименование;Автор;ISBN;Вес шт.(кг);Описание;Направление;Ссылка на cайт;Цена без скидки;Акционная скидка;Скидка корпоративная;Итоговая скидка;Итоговая цена;Стоимость;;
00000012426;0;Папа онлайн;Филипп де Кемметер;978-5-00100-268-0;0,19;;Детские книги;https://www.mann-ivanov-ferber.ru/books/papa-online/?buytab=paperbook;420,00;30%;т ты меня;50%;210,00;0,00;294;
00000012366;0;У них так принято;Росс Маккаммон;978-5-00100-472-1;0,39;Как правильно пожимать руку, вовремя затыкаться, работать с м*даками и другие важные скиллы, которым вас никто никогда не учил;Бизнес;https://www.mann-ivanov-ferber.ru/books/u-nih-tak-prinyato/?buytab=paperbook;740,00;30%;т ты меня;50%;370,00;0,00;518;
00000012413;0;Думай как инженер;Гурупрасад Мадхаван;978-5-00100-502-5;0,40;Как превращать проблемы в возможности;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/dumaj-kak-inzhener/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000011824;0;Облака;Линнея Крилен;978-5-00100-122-5;0,30;Наблюдаем и изучаем;Детские книги;https://www.mann-ivanov-ferber.ru/books/oblaka/?buytab=paperbook;480,00;30%;т ты меня;50%;240,00;0,00;336;
00000012343;0;В очередь!;Томоко Омура;978-5-00100-899-6;0,34;;Детские книги;https://www.mann-ivanov-ferber.ru/books/v-ochered-zhivotnyie/?buytab=paperbook;525,00;30%;т ты меня;50%;262,50;0,00;367,5;
00000012433;0;Кто прячется в море?;Айна Бестард;978-5-00100-208-6;0,50;;Детские книги;https://www.mann-ivanov-ferber.ru/books/kto-pryachetsya-v-more/?buytab=paperbook;1280,00;30%;т ты меня;50%;640,00;0,00;896;
00000012345;0;Свобода учиться;Питер Грей;978-5-00100-207-9;0,49;Игра против школы;Детские книги;https://www.mann-ivanov-ferber.ru/books/svoboda-uchitsya/?buytab=paperbook;690,00;30%;т ты меня;50%;345,00;0,00;483;
00000010530;0;Ультра;Рич Ролл;978-5-00057-731-8;0,46;Как изменить свою жизнь в 40 лет и стать одним из лучших атлетов планеты;Здоровый образ жизни;https://www.mann-ivanov-ferber.ru/books/ultra/?buytab=paperbook;750,00;30%;т ты меня;50%;375,00;0,00;525;
00000012195;0;Потрясающее шоу кролика-иллюзиониста;Патрисия Гейс;978-5-00100-177-5;0,00;;Детские книги;https://www.mann-ivanov-ferber.ru/books/potryasayushhee-shou-krolika-illyuzionista/?buytab=paperbook;400,00;15%;т ты меня;50%;200,00;0,00;340;
00000012028;0;В активном поиске;Азиз Ансари, Эрик Клиненберг;978-5-00100-030-3;0,36;;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/v-aktivnom-poiske/?buytab=paperbook;740,00;30%;т ты меня;50%;370,00;0,00;518;
00000012118;0;13.8. В поисках истинного возраста Вселенной и теории всего;Джон Гриббин;978-5-00100-205-5;0,50;;Научпоп;https://www.mann-ivanov-ferber.ru/books/138-v-poiskah-istinnogo-vozrasta-vselennoj-i-teorii-vsego/?buytab=paperbook;800,00;30%;т ты меня;50%;400,00;0,00;560;
00000012198;0;Скетчи!;Франс Белльвиль-Ван Стоун;978-5-00100-462-2;0,00;Как делать зарисовки повседневной жизни;Творчество;https://www.mann-ivanov-ferber.ru/books/sketchi/?buytab=paperbook;910,00;30%;т ты меня;50%;455,00;0,00;637;
00000012194;0;iМаркетинг;Виталий Мышляев;978-5-00100-131-7;0,36;Работаем по системе;Маркетинг;https://www.mann-ivanov-ferber.ru/books/imarketing/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000012026;0;Мик ищет друга;Марьет Хаубертс, Айрис Дэппе;978-5-00100-140-9;0,48;;Детские книги;https://www.mann-ivanov-ferber.ru/books/mik-ishet-druga/?buytab=paperbook;495,00;30%;т ты меня;50%;247,50;0,00;346,5;
00000012025;0;Зато сам!;Татьяна Руссита;978-5-00100-150-8;0,24;Серия «Четыре буквы»;Детские книги;https://www.mann-ivanov-ferber.ru/books/zato-sam/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000012024;0;Дом для лис;Татьяна Руссита;978-5-00100-443-1;0,23;Серия «Шесть букв»;Детские книги;https://www.mann-ivanov-ferber.ru/books/dom-dlya-lis/?buytab=paperbook;420,00;30%;т ты меня;50%;210,00;0,00;294;
00000012129;0;Кради как художник. Творческий дневник;Остин  Клеон;978-5-00100-455-4;0,42;;Творчество;https://www.mann-ivanov-ferber.ru/books/kradi-kak-hudozhnik-tvorcheskij-dnevnik/?buytab=paperbook;750,00;30%;т ты меня;50%;375,00;0,00;525;
00000012134;0;Игрушки из бумаги;Анхельс Наварро;978-5-00100-179-9;0,30;;Детские книги;https://www.mann-ivanov-ferber.ru/books/igrushki-iz-bumagi/?buytab=paperbook;600,00;30%;т ты меня;50%;300,00;0,00;420;
00000012158;0;Мои друзья;Неле Пальмтаг;978-5-00100-229-1;0,37;Анкета, в которой можно писать, рисовать и клеить;Детские книги;https://www.mann-ivanov-ferber.ru/books/moi-druzya/?buytab=paperbook;480,00;30%;т ты меня;50%;240,00;0,00;336;
00000012122;0;Невозможный блокнот для фантазёров и художников;Юлия Змеева;978-5-00100-225-3;0,36;;Детские книги;https://www.mann-ivanov-ferber.ru/books/nevozmozhnyij-bloknot-dlya-fantazyorov-i-hudozhnikov/?buytab=paperbook;480,00;30%;т ты меня;50%;240,00;0,00;336;
00000010905;0;Весёлое путешествие;Александра Балашова;978-5-00057-834-6;0,25;Собираем бумажные города;Детские книги;https://www.mann-ivanov-ferber.ru/books/vesyoloe-puteshestvie/?buytab=paperbook;525,00;30%;т ты меня;50%;262,50;0,00;367,5;
00000012116;0;Книга гениальных идей;Братья Маклеод;978-5-00100-221-5;0,28;И как их придумывать;Творчество;https://www.mann-ivanov-ferber.ru/books/kniga-genialnyh-idej/?buytab=paperbook;590,00;30%;т ты меня;50%;295,00;0,00;413;
00000012117;0;Как понять акварель;Том Хоффманн;978-5-00100-395-3;1,07;Руководство для тех, кто хочет стать мастером;Творчество;https://www.mann-ivanov-ferber.ru/books/kak-ponyat-akvarel/?buytab=paperbook;1600,00;30%;т ты меня;50%;800,00;0,00;1120;
00000011996;0;Математика для взрослых;Кьяртан Поскит;978-5-00100-126-3;0,32;Лайфхаки для повседневных вычислений;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/matematika-dlya-vzroslyh/?buytab=paperbook;870,00;30%;т ты меня;50%;435,00;0,00;609;
00000012133;0;Отпечаток, точка, штрих;;978-5-00100-180-5;0,34;Рисуем пальчиками;Детские книги;https://www.mann-ivanov-ferber.ru/books/otpechatok-tochka-shtrix/?buytab=paperbook;450,00;30%;т ты меня;50%;225,00;0,00;315;
00000012021;0;Укрощение амигдалы;Джон Арден;978-5-00100-175-1;0,45;И другие инструменты тренировки мозга;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/ukroshenie-amigdaly/?buytab=paperbook;740,00;30%;т ты меня;50%;370,00;0,00;518;
00000012073;0;Блокнот для записей МИФа;;978-5-00100-617-6;0,09;;Творчество;https://www.mann-ivanov-ferber.ru/books/bloknot-dlya-zapisej-mif/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000011823;0;Волшебные цветы. Мой гербарий;Стефани Циск, Ларс Баус;978-5-00100-125-6;1,33;Собираем и изучаем садовые растения;Детские книги;https://www.mann-ivanov-ferber.ru/books/volshebnye-cvety-moj-gerbarij/?buytab=paperbook;1440,00;30%;т ты меня;50%;720,00;0,00;1008;
00000011859;0;Мам, дай фартук!;Катерина Дронова, Мария Ларина;978-5-00100-508-7;0,33;Рецепты для самостоятельных детей;Детские книги;https://www.mann-ivanov-ferber.ru/books/mam-daj-fartuk/?buytab=paperbook;675,00;30%;т ты меня;50%;337,50;0,00;472,5;
00000011822;0;Как хочет женщина;Эмили Нагоски;978-5-00117-060-0;0,48;Мастер-класс по науке секса;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/kak-hochet-zhenshina/?buytab=paperbook;785,00;30%;т ты меня;50%;392,50;0,00;549,5;
00000011782;0;Следуй за линией. Вокруг света;Лора Люнгквист;978-5-00100-076-1;0,18;;Детские книги;https://www.mann-ivanov-ferber.ru/books/sleduj-za-liniej-vokrug-sveta/?buytab=paperbook;310,00;30%;т ты меня;50%;155,00;0,00;217;
00000014869;0;Евангелист бизнеса;Сергей Абдульманов;978-5-00100-804-0;0,46;Рассказы о контент-маркетинге и бренд-журналистике в России;Маркетинг;https://www.mann-ivanov-ferber.ru/books/evangelist-biznesa/?buytab=paperbook;910,00;30%;т ты меня;50%;455,00;0,00;637;
00000011991;0;В поисках кадра;Брайан Петерсон;978-5-00100-759-3;0,57;Идея, цвет и композиция в фотографии;Творчество;https://www.mann-ivanov-ferber.ru/books/v-poiskah-kadra/?buytab=paperbook;1025,00;50%;т ты меня;50%;512,50;0,00;512,5;
00000012074;0;НАЧНИ СЕЙЧАС!;Кейт Неккель;978-5-00100-094-5;0,56;Даже если не готов;Творчество;https://www.mann-ivanov-ferber.ru/books/nachni-sejchas/?buytab=paperbook;800,00;30%;т ты меня;50%;400,00;0,00;560;
00000011997;0;Китайское исследование: простые и быстрые рецепты;Дэл Шруф, Лиэнн Кэмпбелл;978-5-00100-169-0;0,96;Готовим один раз, едим всю неделю;Здоровый образ жизни;https://www.mann-ivanov-ferber.ru/books/kitajskoe-issledovanie-prostye-i-bystrye-recepty/?buytab=paperbook;1600,00;30%;т ты меня;50%;800,00;0,00;1120;
00000012029;0;Час тишины;Дэвид Хорсагер;978-5-00100-135-5;0,36;И еще 34 инструмента, которые сохранят ваше время и энергию;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/chas-tishiny/?buytab=paperbook;690,00;30%;т ты меня;50%;345,00;0,00;483;
00000011957;0;У козы теперь козленок;Марьет Хаубертс, Айрис Дэппе;978-5-00100-141-6;0,49;;Детские книги;https://www.mann-ivanov-ferber.ru/books/u-kozy-teper-kozlenok/?buytab=paperbook;495,00;30%;т ты меня;50%;247,50;0,00;346,5;
00000012075;0;Фредерик Кук на вершине континента;Дмитрий Шпаро;978-5-00100-187-4;0,76;Возвращаем Мак-Кинли великому американцу;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/frederik-kuk-na-vershine-kontinenta/?buytab=paperbook;800,00;30%;т ты меня;50%;400,00;0,00;560;
00000012115;0;Новые размышления о менеджменте;Ицхак Адизес;978-5-00100-209-3;0,31;;Бизнес;https://www.mann-ivanov-ferber.ru/books/novye-razmyshleniya-o-menedzhmente/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000012084;0;Переполох дудлов;Зиффлин;978-5-00100-784-5;0,53;Не самая обычная раскраска для взрослых;Творчество;https://www.mann-ivanov-ferber.ru/books/perepoloh-dudlov/?buytab=paperbook;505,00;30%;т ты меня;50%;252,50;0,00;353,5;
00000012200;0;Пространство дудлов;Зиффлин;978-5-00100-168-3;0,53;Сюрреалистическая раскраска;Творчество;https://www.mann-ivanov-ferber.ru/books/prostranstvo-dudlov/?buytab=paperbook;480,00;30%;т ты меня;50%;240,00;0,00;336;
00000012083;0;Мания ботаника;Зиффлин, Ирина Винник;978-5-00100-545-2;0,53;Раскраска-экспедиция в мир животных и растений;Творчество;https://www.mann-ivanov-ferber.ru/books/maniya-botanika/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000012023;0;Сказочный лес;Света Шендрик;978-5-00100-173-7;0,95;Раскраска-плакат;Детские книги;https://www.mann-ivanov-ferber.ru/books/skazochnyij-les/?buytab=paperbook;340,00;30%;т ты меня;50%;170,00;0,00;238;
00000012051;0;Тишина;Тит Нат Хан;978-5-00100-359-5;0,32;Спокойствие в мире, полном шума;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/tishina/?buytab=paperbook;725,00;30%;т ты меня;50%;362,50;0,00;507,5;
00000012027;0;Верховный алгоритм;Педро Домингос;978-5-00100-172-0;0,54;Как машинное обучение изменит наш мир;Научпоп;https://www.mann-ivanov-ferber.ru/books/verhovnyj-algoritm/?buytab=paperbook;1015,00;30%;т ты меня;50%;507,50;0,00;710,5;
